fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality
6.2,0.7,0.15,0.076,27.0,0.99622,0.6,11.9,6
6.8,0.67,0.15,0.118,20.0,0.9954,0.67,11.3,6
6.2,0.56,0.09,0.053,32.0,0.99402,0.6,11.3,5
7.4,0.35,0.33,0.068,26.0,0.9947,0.6,11.9,6
6.2,0.56,0.09,0.053,32.0,0.99402,0.6,11.3,5
6.1,0.715,0.1,0.053,27.0,0.99362,0.5,11.9,5
6.2,0.46,0.29,0.074,98.0,0.99578,0.62,9.8,5
6.7,0.32,0.44,0.061,34.0,0.99484,0.8,11.6,7
7.2,0.39,0.44,0.066,48.0,0.99494,0.84,11.5,6
7.5,0.31,0.41,0.065,60.0,0.99492,0.85,11.4,6
5.8,0.61,0.11,0.066,28.0,0.99483,0.66,10.9,6
7.2,0.66,0.33,0.068,102.0,0.99414,0.78,12.8,6
6.6,0.725,0.2,0.073,79.0,0.9977,0.54,9.2,5
6.3,0.55,0.15,0.077,35.0,0.99314,0.82,11.6,6
5.4,0.74,0.09,0.089,26.0,0.99402,0.56,11.6,6
6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6
6.8,0.62,0.08,0.068,38.0,0.99651,0.82,9.5,6
6.2,0.6,0.08,0.09,44.0,0.9949,0.58,10.5,5
5.9,0.55,0.1,0.062,51.0,0.99512,0.76,11.2,6
6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6
5.9,0.645,0.12,0.075,44.0,0.99547,0.71,10.2,5
6.0,0.31,0.47,0.067,42.0,0.99549,0.66,11.0,6
